% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
11 +8.166370511e+04 +8.166370511e+04 +8.166000511e+04 +8.166000511e+04 -1.8475e+00 +2.6518e+00 -2.3308e+00 +4.9446e+00 -2.7544e+00 -3.0883e+00 +5.6023e-01 +4.7088e-01 +2.1670e+00 -1.4106e+00 +3.3116e+00 -2.3128e-01 -3.9543e+00 +3.3971e+00 +2.8395e+00 -1.4314e+00 -2.2752e+00 -1.4747e+00 +1.9647e+00 -1.4259e+00
48 +3.648766226e+04 +3.648766226e+04 +3.648396226e+04 +3.648396226e+04 -3.0878e+00 -4.6991e+00 +4.8023e+00 -3.7755e+00 +6.6157e-01 +2.7516e+00 -2.1516e+00 +2.5945e+00 +6.7425e-01 -3.3031e+00 -2.6361e+00 -3.4290e+00 -4.8805e-01 -3.1926e-01 -3.0691e+00 -2.1077e+00 -2.8171e+00 +2.3993e+00 +1.0340e-01 -3.3189e+00
51 +5.125605841e+02 +5.125605841e+02 +5.088605841e+02 +5.088605841e+02 -3.6195e-01 +4.7697e+00 -4.2419e+00 +3.3763e+00 -3.3457e+00 +2.5502e+00 -3.0612e+00 +3.5439e+00 -1.5282e+00 -3.7759e+00 +1.9175e+00 +9.1426e-01 -2.2139e+00 +2.2292e+00 +3.4225e+00 -1.7271e+00 -2.3415e+00 -3.9680e+00 -3.4476e+00 +3.6199e+00
% function evaluation | noise-free fitness - Fopt (-9.967700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.160311028e+05 +1.160311028e+05 +1.150343328e+05 +1.150343328e+05 +3.6944e-01 -3.8250e+00 +2.1707e+00 -1.1344e+00 +8.2616e-01 -5.1751e-01 -9.0599e-01 +3.2694e+00 +2.0315e+00 +7.8045e-01 -4.2191e+00 +3.2339e+00 -2.0467e-01 +2.8613e+00 +2.4969e+00 -6.4554e-01 -2.3658e+00 -3.6110e+00 -7.5130e-01 -2.7749e+00
14 +2.382739418e+04 +2.382739418e+04 +2.283062418e+04 +2.283062418e+04 +2.4901e+00 -4.0383e-01 +4.3996e+00 +4.6195e+00 -3.4084e+00 -4.3731e+00 +3.2679e+00 -1.1578e+00 +4.6239e+00 -4.1374e+00 -2.2730e+00 -2.5312e+00 +1.3636e+00 -4.3564e+00 -3.7205e+00 +1.7943e+00 -7.7768e-01 -3.1106e+00 -2.6056e+00 +1.6537e-01
35 +1.463584917e+04 +1.463584917e+04 +1.363907917e+04 +1.363907917e+04 -1.4236e+00 -1.4020e+00 -1.2907e+00 -1.6517e+00 -4.3354e+00 -2.9740e+00 +3.0655e+00 +1.9971e+00 -2.5426e+00 -1.0337e+00 -3.7651e+00 -4.3663e+00 +1.1760e+00 +3.2600e+00 -3.6728e+00 -1.3939e+00 +2.1347e+00 -1.0163e+00 +8.3999e-02 -4.9935e+00
96 +1.834848805e+03 +1.834848805e+03 +8.380788047e+02 +8.380788047e+02 -4.9014e+00 -5.0016e-01 -5.1879e-01 -1.7928e-01 -2.0036e+00 +4.8890e+00 -9.2008e-01 -2.6471e+00 -3.5383e+00 -2.7842e+00 +1.8478e+00 -4.0404e+00 -3.7174e+00 -3.3171e+00 +2.6506e+00 -3.0417e+00 +1.4701e+00 -1.9522e+00 +7.2607e-01 -3.3430e+00
109 +1.091320633e+02 +1.091320633e+02 -8.876379367e+02 -8.876379367e+02 +1.0519e-01 +4.2042e+00 +6.6436e-01 +1.4847e+00 +3.6705e+00 +3.8515e+00 -3.1335e+00 +1.1055e+00 -4.4242e+00 -3.2010e+00 +2.9488e+00 -2.1419e-02 -3.0324e+00 -1.8235e-01 -1.3294e+00 -1.6529e+00 -5.4044e-01 +3.1849e+00 -1.6414e+00 -3.5225e+00
% function evaluation | noise-free fitness - Fopt (4.500000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.400052432e+07 +1.400052432e+07 +1.400056932e+07 +1.400056932e+07 +4.8329e+00 +6.9406e-01 +4.9054e+00 +4.1227e+00 +3.5942e+00 +1.7821e+00 -4.5505e-01 +1.8636e+00 -1.8848e+00 +2.2936e+00 +4.0744e+00 -2.4111e+00 +2.7150e-01 -9.4103e-01 -2.5346e+00 +4.0318e+00 -1.5344e+00 -3.4062e+00 +1.0280e+00 -3.2171e-01
3 +4.835265922e+06 +4.835265922e+06 +4.835310922e+06 +4.835310922e+06 +5.4651e-01 +2.0736e+00 -2.8727e+00 +3.6250e+00 +3.3865e+00 -7.8293e-01 +1.6541e-02 -1.5497e+00 -1.0630e+00 +7.3322e-01 -5.8181e-01 -9.7329e-01 -2.4823e+00 +2.1069e+00 +3.4188e+00 -3.5460e+00 -2.1060e+00 +3.4268e-01 -7.9673e-02 -2.0885e+00
4 +3.565984412e+05 +3.565984412e+05 +3.566434412e+05 +3.566434412e+05 +3.1045e+00 +2.3639e+00 -1.1254e+00 +2.4065e+00 -4.0739e+00 +4.8970e+00 +2.7302e+00 +3.1342e+00 +3.2914e+00 +7.0175e-01 +4.5091e+00 +4.4898e+00 +2.1885e+00 +2.0292e+00 +1.9599e+00 -4.8368e+00 -2.8099e+00 -4.2270e+00 +3.1031e-01 -2.7854e+00
10 +1.563232804e+04 +1.563232804e+04 +1.567732804e+04 +1.567732804e+04 -1.3838e+00 -1.0476e+00 +4.8733e+00 -8.6540e-01 +3.9186e+00 +2.0333e+00 +3.0836e+00 -1.2314e+00 +4.2796e+00 -2.2529e+00 -1.8429e+00 -4.2923e+00 -6.6852e-01 +4.4288e+00 -1.4826e+00 -2.7756e+00 +4.4683e+00 +3.4903e+00 -4.2921e-01 -3.9294e+00
% function evaluation | noise-free fitness - Fopt (2.131000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.541203130e+07 +3.541203130e+07 +3.541224440e+07 +3.541224440e+07 -1.4028e+00 +2.8538e+00 +4.0465e+00 -4.5941e-01 +1.6344e+00 +2.5500e+00 -4.2816e+00 +4.1548e+00 -1.0984e+00 +9.2451e-01 -2.6391e+00 +1.8599e-01 +2.4764e+00 +1.5058e+00 +4.9874e-01 +3.8899e+00 -3.9541e+00 +4.6193e+00 -1.0039e+00 +4.9512e+00
2 +3.469588215e+05 +3.469588215e+05 +3.471719215e+05 +3.471719215e+05 -3.8257e+00 -6.2815e-01 +3.1562e+00 -4.0031e+00 +1.6719e+00 -4.2652e+00 -2.2141e+00 -2.2427e+00 -1.7987e+00 +8.6193e-01 -1.2933e+00 -4.3240e-01 -4.4160e+00 +4.2072e+00 +3.6300e+00 -2.6905e+00 -1.0839e+00 -2.2589e+00 -2.8202e+00 +2.1235e+00
15 +7.170946739e+04 +7.170946739e+04 +7.192256739e+04 +7.192256739e+04 -1.9970e+00 -2.0212e+00 -4.2326e+00 -8.9479e-01 +4.7031e+00 -4.7669e+00 -4.1911e+00 +9.3149e-01 +3.6086e+00 -4.2790e+00 -4.4970e+00 +1.1794e+00 -2.5946e+00 -3.6772e+00 +1.3398e+00 +5.0388e-02 +3.2804e+00 +1.6292e-01 -1.0107e+00 -3.0669e+00
18 +1.479509839e+04 +1.479509839e+04 +1.500819839e+04 +1.500819839e+04 +1.3771e+00 -4.2040e+00 -1.5213e-01 -1.4845e+00 +3.6722e+00 +3.0370e+00 +3.7009e+00 +8.0713e-01 +3.6627e+00 -2.5836e+00 +4.4200e+00 +4.8028e+00 -4.1333e+00 +1.9355e+00 -4.0946e+00 -1.7822e+00 -4.6862e+00 +1.1976e+00 -9.7518e-02 -4.3188e+00
30 +7.891092872e+03 +7.891092872e+03 +8.104192872e+03 +8.104192872e+03 -1.9591e+00 -1.3237e+00 +2.1771e+00 -4.4497e-01 -1.6527e+00 -1.5416e+00 -3.1586e+00 -3.6500e+00 +4.6877e-01 -3.9600e+00 -1.5079e+00 +4.5019e+00 -3.9054e+00 +1.8569e+00 -3.7174e+00 +4.7378e+00 +1.2671e+00 -3.9338e+00 +4.4231e+00 -1.5933e-01
72 +6.207049568e+03 +6.207049568e+03 +6.420149568e+03 +6.420149568e+03 +1.7361e+00 +1.1434e+00 -2.3516e+00 -4.9031e-01 +7.4389e-01 -1.6470e+00 +4.8931e-01 -2.1616e+00 +3.1030e+00 +4.4635e+00 +1.6346e+00 +2.2582e+00 -2.5679e+00 +3.8455e+00 -4.9967e+00 -3.5854e+00 +9.8568e-01 +3.4667e+00 +3.0319e+00 +9.9337e-01
132 +3.713688641e+03 +3.713688641e+03 +3.926788641e+03 +3.926788641e+03 +1.0145e+00 -4.0535e+00 -1.1809e+00 -3.0314e+00 +3.9794e+00 -3.8788e+00 +1.1743e-01 -3.6197e+00 -4.6174e-01 +4.5575e-01 +4.5534e+00 -4.1860e+00 -1.3215e+00 +4.3845e-01 -1.9602e+00 +3.4582e-01 +4.5936e+00 +4.3623e+00 +2.2845e+00 +6.8831e-01
